FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
0,315,140,56,0,56,0,400,0
0,362,92,NA,0,NA,NA,1,0
0,246,185,99,0,99,0,400,0
0,172,NA,NA,0,NA,NA,NA,0
0,94,97,17,1,49,3,400,0
1,244,101,101,2,101,0,400,0
0,77,NA,NA,0,NA,NA,NA,1
0,201,176,64,0,106,3,1,0
0,196,161,50,0,98,3,1,0
0,249,141,119,0,134,2,400,0
1,298,35,22,0,22,0,400,0
0,18,19,NA,0,NA,NA,30,0
0,73,46,17,0,17,0,400,0
0,192,176,24,0,43,0,1,0
0,52,NA,NA,0,NA,NA,NA,1
1,221,144,107,1,126,1,400,0
0,289,312,12,0,35,0,400,0
0,316,277,9,0,97,4,1,0
0,167,117,NA,0,NA,NA,400,0
0,318,129,110,1,120,1,1,0
0,184,224,22,0,53,1,400,0
0,149,141,104,0,104,1,400,0
0,109,99,NA,1,NA,NA,400,0
1,22,24,NA,0,NA,NA,1,0
0,270,153,39,0,96,1,1,0
1,52,NA,NA,1,NA,NA,NA,0
0,171,74,NA,0,NA,NA,1,0
1,152,55,NA,0,NA,NA,1,0
0,156,141,NA,0,NA,NA,1,0
0,137,110,85,0,85,0,1,0
1,375,86,NA,0,NA,NA,400,0
1,NA,47,NA,0,NA,NA,1,0
0,246,127,10,4,27,3,120,0
1,187,153,73,1,94,2,400,1
1,177,239,17,0,17,1,400,1
0,248,138,86,0,86,0,1,0
0,282,168,NA,0,NA,NA,400,0
0,240,221,85,0,85,0,400,0
0,88,28,NA,0,NA,NA,1,0
1,71,62,NA,0,NA,NA,30,0
0,318,38,NA,1,NA,NA,1,0
0,350,139,35,0,95,2,400,0
0,112,47,24,0,39,2,90,0
1,40,230,NA,0,NA,NA,1,0
0,338,181,82,0,98,1,1,0
0,302,312,NA,4,NA,NA,400,0
0,70,48,NA,0,NA,NA,400,0
0,332,299,89,0,129,2,400,0
0,310,84,76,0,76,0,1,0
0,228,207,83,2,83,0,1,0
1,318,318,87,0,87,0,1,0
0,8,6,NA,1,NA,NA,1,0
0,210,142,67,0,94,1,400,0
0,227,153,11,0,44,9,120,0
0,290,84,13,0,40,2,1,0
1,323,298,NA,0,NA,NA,400,0
1,305,80,NA,3,NA,NA,400,1
0,367,160,160,0,160,1,1,0
0,323,322,30,2,34,0,60,0
0,272,81,NA,0,NA,NA,1,0
0,290,129,129,0,129,0,1,0
1,64,NA,NA,NA,NA,NA,NA,0
1,380,88,NA,0,NA,NA,1,0
1,157,NA,NA,1,NA,NA,NA,0
0,22,22,NA,0,NA,NA,1,0
0,297,299,NA,0,NA,NA,400,0
1,333,138,NA,0,NA,NA,1,0
1,29,29,NA,0,NA,NA,60,0
0,227,209,65,0,88,2,1,0
0,139,59,22,1,41,0,400,0
0,333,91,83,0,87,1,1,0
0,94,87,NA,0,NA,NA,1,0
0,309,129,3,0,59,2,1,0
0,242,99,22,0,61,2,30,0
0,316,309,99,0,99,0,1,0
0,16,NA,NA,0,NA,NA,NA,0
1,285,195,4,0,74,2,1,0
0,120,83,NA,0,NA,NA,400,0
0,381,280,83,1,117,4,400,0
1,377,132,63,0,63,0,120,0
0,343,182,182,0,182,1,1,0
0,9,NA,NA,0,NA,NA,NA,1
1,274,155,27,0,97,1,1,0
1,319,84,NA,0,NA,NA,400,0
0,353,120,83,0,102,1,1,0
0,338,135,34,0,34,1,400,0
1,138,76,75,0,75,0,400,0
0,245,206,18,0,18,0,400,0
1,245,229,75,1,75,0,1,0
0,256,543,33,0,88,1,400,0
1,248,NA,NA,0,NA,NA,NA,0
0,114,87,22,1,53,1,1,0
1,34,2,NA,1,NA,NA,1,0
0,250,97,NA,0,NA,NA,1,0
0,75,77,18,0,27,0,400,0
0,351,430,34,0,76,3,400,0
0,290,58,NA,0,NA,NA,60,0
0,189,200,22,1,43,2,400,0
1,NA,NA,NA,0,NA,NA,NA,NA
0,24,NA,NA,0,NA,NA,NA,0
1,107,10,NA,0,NA,NA,60,0
0,378,369,74,0,117,1,1,0
0,136,125,122,0,122,0,1,0
1,58,59,NA,0,NA,NA,400,0
0,303,76,NA,0,NA,NA,1,0
0,354,207,NA,0,NA,NA,400,0
1,203,202,7,0,56,3,400,0
0,164,43,NA,0,NA,NA,1,0
1,230,130,50,0,99,1,1,0
1,173,155,154,0,154,1,400,0
0,129,89,NA,0,NA,NA,1,0
0,357,136,NA,0,NA,NA,400,0
0,292,98,NA,0,NA,NA,1,0
0,229,185,24,0,80,1,30,0
0,220,190,12,0,49,1,400,0
1,303,115,115,0,115,0,1,0
0,289,190,93,1,95,0,400,0
0,197,129,36,0,36,1,1,0
1,167,150,30,0,65,1,400,0
0,3,NA,NA,0,NA,NA,NA,0
1,329,296,40,0,40,0,400,0
0,262,246,NA,0,NA,NA,400,0
1,93,NA,NA,0,NA,NA,NA,0
0,90,84,26,0,38,0,400,0
0,316,166,29,0,29,0,400,0
0,NA,NA,NA,NA,NA,NA,NA,1
0,207,122,90,0,111,2,400,0
1,313,148,7,0,46,5,90,0
0,182,111,60,1,60,0,400,0
0,223,221,31,1,90,1,1,0
0,203,151,24,0,76,2,1,0
0,190,100,24,0,58,1,400,0
0,383,156,56,1,97,1,400,0
0,319,231,NA,1,NA,NA,60,0
0,224,192,74,2,74,0,1,0
1,318,301,NA,1,NA,NA,400,0
1,357,153,23,1,52,0,1,0
0,164,143,NA,0,NA,NA,1,1
1,346,479,22,1,76,3,30,1
1,18,22,4,0,8,2,1,1
1,255,142,21,0,75,2,30,0
1,371,150,5,2,11,0,400,0
0,179,182,NA,0,NA,NA,1,0
1,127,122,83,0,83,0,400,0
0,30,1,NA,0,NA,NA,1,0
0,381,148,39,1,62,1,400,0
1,153,31,NA,1,NA,NA,400,0
0,297,236,60,0,60,0,400,0
0,180,177,20,0,61,3,400,0
0,103,49,25,0,37,2,1,0
0,110,78,58,0,58,0,30,0
1,316,76,NA,0,NA,NA,400,0
0,166,129,104,0,104,0,400,0
0,205,124,98,0,98,0,1,0
0,126,103,46,0,52,2,1,0
0,324,92,68,0,80,1,400,0
0,288,84,84,0,84,0,1,0
0,181,10,NA,0,NA,NA,1,0
1,232,140,93,0,117,1,400,0
0,363,NA,NA,NA,NA,NA,NA,0
1,42,42,NA,1,NA,NA,400,0
0,264,123,NA,1,NA,NA,1,1
1,217,68,16,1,16,1,1,0
0,4,NA,NA,0,NA,NA,NA,0
0,122,NA,NA,1,NA,NA,NA,0
1,235,130,NA,0,NA,NA,400,1
0,188,78,36,1,57,2,400,0
1,273,84,NA,0,NA,NA,120,0
1,231,154,52,0,52,0,1,0
0,253,80,NA,0,NA,NA,400,0
0,318,177,87,0,90,1,400,0
1,258,187,42,0,64,1,60,1
0,84,71,71,1,71,1,120,0
0,103,87,NA,0,NA,NA,400,0
0,268,110,29,0,29,1,1,0
1,378,254,NA,0,NA,NA,1,0
1,159,110,NA,0,NA,NA,1,0
1,213,123,33,0,62,10,60,0
1,292,265,NA,0,NA,NA,400,1
0,305,108,27,0,27,0,400,0
0,321,79,NA,1,NA,NA,400,0
0,64,45,35,0,35,0,1,0
1,360,255,62,0,72,1,30,0
1,239,44,44,0,44,0,400,0
1,324,53,24,2,24,0,400,0
1,189,149,41,0,89,2,400,0
0,86,86,NA,0,NA,NA,1,0
0,461,NA,NA,0,NA,NA,NA,0
0,228,136,12,0,65,2,400,1
0,321,288,78,0,78,1,400,0
0,248,114,NA,0,NA,NA,400,0
0,139,140,NA,0,NA,NA,400,0
1,82,56,NA,0,NA,NA,1,0
1,342,166,74,0,90,1,1,0
0,196,131,60,0,96,1,400,0
0,93,93,NA,0,NA,NA,1,1
1,NA,NA,NA,0,NA,NA,NA,NA
0,255,200,44,1,44,1,400,0
0,154,134,NA,0,NA,NA,1,0
0,373,NA,NA,NA,NA,NA,NA,0
0,341,79,19,0,19,0,120,0
0,356,84,NA,0,NA,NA,1,0
0,129,78,39,1,59,0,400,0
1,243,27,27,0,27,0,30,0
0,316,139,83,0,91,1,1,0
0,65,67,NA,0,NA,NA,1,0
0,176,NA,NA,0,NA,NA,NA,0
0,292,140,104,0,104,0,120,0
1,73,NA,NA,0,NA,NA,NA,1
0,22,23,NA,0,NA,NA,1,0
0,251,229,100,2,100,0,400,0
0,85,74,4,0,38,1,1,0
1,321,169,98,3,120,2,1,0
0,52,44,NA,1,NA,NA,1,1
1,NA,NA,NA,NA,NA,NA,NA,NA
0,44,18,18,0,18,1,1,0
0,141,63,NA,0,NA,NA,1,0
0,379,84,NA,0,NA,NA,1,0
0,55,39,26,0,26,0,400,1
1,147,NA,NA,0,NA,NA,NA,0
1,318,NA,NA,0,NA,NA,NA,0
1,328,40,NA,0,NA,NA,1,0
1,166,155,119,0,119,1,1,0
0,13,0,NA,0,NA,NA,1,0
0,162,NA,NA,NA,NA,NA,NA,0
0,359,205,99,0,99,1,1,0
0,341,258,65,0,80,0,400,0
0,312,172,59,1,72,0,1,1
0,373,231,143,0,148,2,120,0
0,101,70,6,1,27,3,90,1
0,204,122,55,0,55,0,30,0
0,117,116,101,0,109,1,400,0
0,259,149,NA,1,NA,NA,400,0
1,149,147,147,0,147,1,400,0
1,223,89,NA,0,NA,NA,400,0
1,44,39,NA,0,NA,NA,400,0
1,171,80,24,0,40,0,30,0
0,377,271,53,1,53,1,1,0
0,283,113,NA,0,NA,NA,1,0
0,378,121,NA,0,NA,NA,1,0
0,267,34,NA,0,NA,NA,400,0
1,85,15,NA,0,NA,NA,1,0
1,166,166,NA,2,NA,NA,400,0
0,158,36,NA,0,NA,NA,30,0
0,296,237,18,1,57,3,400,0
1,289,112,16,1,38,1,400,0
0,217,96,8,0,25,1,400,0
1,78,65,NA,0,NA,NA,1,0
0,1,NA,NA,1,NA,NA,NA,0
1,120,83,NA,0,NA,NA,400,0
1,221,72,NA,0,NA,NA,400,0
0,22,NA,NA,NA,NA,NA,NA,0
1,333,NA,NA,0,NA,NA,NA,0
1,157,131,25,6,62,2,400,0
0,365,299,NA,1,NA,NA,400,0
0,312,60,49,0,49,0,1,0
1,302,216,41,0,95,1,1,0
1,289,204,NA,0,NA,NA,400,0
0,329,303,44,0,129,5,1,1
1,123,NA,NA,NA,NA,NA,NA,0
0,155,102,64,0,74,0,400,0
0,74,49,NA,0,NA,NA,400,0
0,200,100,81,1,93,1,1,0
0,120,117,NA,0,NA,NA,1,1
1,198,2,NA,0,NA,NA,400,0
0,109,NA,NA,0,NA,NA,NA,0
1,244,91,4,0,18,2,1,0
0,144,61,NA,1,NA,NA,1,0
1,78,75,13,0,13,1,1,0
0,141,112,74,1,93,1,1,0
1,66,3,NA,0,NA,NA,1,0
1,260,99,NA,0,NA,NA,1,0
0,218,156,47,0,81,2,400,0
0,357,134,105,0,120,1,1,0
0,340,259,83,0,114,1,400,0
0,32,33,NA,0,NA,NA,1,0
1,97,97,97,0,97,0,120,0
1,237,255,12,0,78,2,400,0
0,383,190,92,0,132,4,400,0
1,84,30,NA,0,NA,NA,400,0
1,377,94,94,0,94,1,400,0
1,227,86,86,0,86,0,400,0
1,98,NA,NA,0,NA,NA,NA,0
0,88,85,43,1,43,0,400,0
0,100,58,58,0,58,1,1,0
0,22,40,NA,0,NA,NA,1,0
0,85,80,NA,0,NA,NA,1,0
0,346,53,23,0,39,2,1,0
0,299,162,16,0,30,3,400,0
0,365,135,9,0,71,1,400,0
0,170,86,84,0,84,1,400,0
1,279,167,99,1,99,1,400,0
1,77,4,NA,0,NA,NA,1,0
0,59,60,19,0,19,1,1,0
0,269,68,24,0,24,0,30,0
0,31,NA,NA,0,NA,NA,1,0
0,382,80,NA,0,NA,NA,400,0
0,233,51,13,2,32,2,400,0
0,64,65,NA,1,NA,NA,1,0
1,175,77,NA,0,NA,NA,1,0
0,125,102,102,0,102,0,1,0
0,316,174,75,1,106,1,400,0
0,376,295,15,1,45,0,400,0
0,181,155,55,0,99,1,400,0
0,126,35,35,1,35,1,400,0
1,108,94,94,0,94,1,400,0
1,198,NA,NA,NA,NA,NA,NA,1
1,296,250,32,0,62,0,1,0
1,25,NA,NA,NA,NA,NA,NA,0
0,160,78,78,0,78,0,400,0
0,2,NA,NA,0,NA,NA,NA,0
0,222,204,NA,0,NA,NA,1,0
0,197,77,77,1,77,0,120,0
1,341,69,69,1,69,0,1,0
0,356,596,98,0,123,3,1,0
0,265,190,NA,0,NA,NA,400,0
0,71,NA,NA,0,NA,NA,NA,0
0,245,78,29,0,53,2,1,0
0,14,NA,NA,0,NA,NA,NA,0
0,223,226,NA,0,NA,NA,1,0
0,162,122,NA,0,NA,NA,1,0
0,334,332,77,0,77,1,1,0
1,242,110,33,0,78,5,1,0
0,285,84,8,0,29,2,400,0
1,105,48,NA,0,NA,NA,400,0
0,205,202,133,0,133,0,1,0
0,375,NA,NA,0,NA,NA,NA,0
0,144,69,NA,0,NA,NA,30,0
1,43,44,NA,2,NA,NA,400,1
0,345,182,61,0,94,0,1,0
0,321,107,2,0,10,3,1,1
0,305,108,54,1,54,1,90,0
1,NA,NA,NA,NA,NA,NA,NA,0
0,355,332,48,0,111,3,1,0
1,188,152,8,0,80,2,400,0
1,283,233,32,0,72,2,1,0
1,345,NA,NA,0,NA,NA,NA,0
1,329,84,44,0,44,0,400,0
0,194,175,18,0,19,0,30,0
1,213,148,105,0,105,0,1,0
1,269,69,NA,0,NA,NA,1,0
0,305,143,39,0,62,0,400,0
1,71,39,39,1,39,0,120,0
0,251,122,25,0,72,4,60,0
1,5,NA,NA,NA,NA,NA,NA,0
0,184,119,21,0,21,1,120,1
0,315,125,NA,0,NA,NA,1,0
1,224,146,146,0,146,0,400,0
0,100,96,7,0,33,0,400,0
0,24,22,NA,0,NA,NA,400,0
0,196,NA,NA,0,NA,NA,NA,0
0,NA,85,85,0,85,1,1,NA
1,265,232,NA,2,NA,NA,400,0
0,228,143,94,0,94,1,1,0
0,377,230,10,0,10,1,400,0
0,157,145,8,2,69,5,1,0
1,274,225,76,0,76,0,1,0
0,343,197,47,0,90,1,400,0
1,411,59,NA,1,NA,NA,400,0
0,353,249,21,0,21,1,1,0
0,182,172,30,0,104,3,400,0
0,124,60,60,0,60,0,400,0
0,174,107,NA,0,NA,NA,1,0
0,NA,NA,NA,0,NA,NA,NA,0
1,225,162,79,1,97,0,400,0
1,103,NA,NA,0,NA,NA,NA,0
0,283,34,34,0,34,0,1,0
0,85,71,NA,2,NA,NA,400,0
0,367,166,1,3,1,1,400,0
0,119,109,NA,0,NA,NA,400,0
0,337,179,44,1,65,1,400,0
0,48,49,NA,1,NA,NA,1,1
0,147,120,120,0,120,1,400,0
1,322,242,84,0,108,2,1,0
0,160,123,NA,0,NA,NA,400,0
1,46,46,NA,0,NA,NA,400,1
0,22,22,12,0,12,1,1,0
0,48,45,4,2,26,3,400,0
1,45,NA,NA,0,NA,NA,1,0
0,263,377,NA,0,NA,NA,1,0
0,10,NA,NA,0,NA,NA,NA,0
0,41,22,NA,0,NA,NA,30,0
1,22,NA,NA,NA,NA,NA,NA,0
0,374,432,NA,0,NA,NA,1,0
0,337,196,NA,0,NA,NA,400,0
1,292,91,91,1,91,0,400,0
0,359,240,15,2,76,3,1,0
0,76,15,NA,0,NA,NA,400,0
0,151,152,20,1,57,0,400,0
0,111,113,NA,0,NA,NA,400,0
0,382,190,136,0,136,1,400,0
0,75,24,24,0,24,1,1,0
0,177,149,137,0,137,1,30,1
1,321,232,39,0,86,5,1,0
0,226,137,16,0,22,2,30,0
0,297,9,NA,1,NA,NA,60,0
1,167,56,NA,0,NA,NA,1,0
0,197,158,NA,0,NA,NA,1,0
1,36,36,NA,0,NA,NA,400,0
0,210,187,34,0,58,1,400,0
0,95,53,13,0,13,1,400,0
1,40,41,13,0,13,1,400,1
0,380,199,NA,0,NA,NA,1,0
0,348,173,146,0,146,1,1,0
1,27,26,4,1,4,1,120,0
1,262,236,81,0,81,0,400,0
0,330,349,59,0,88,1,1,0
0,110,45,NA,0,NA,NA,30,1
0,314,180,66,0,115,3,30,0
1,136,NA,NA,0,NA,NA,NA,0
0,92,NA,NA,0,NA,NA,NA,0
0,146,43,NA,1,NA,NA,30,0
0,166,110,89,0,89,0,400,0
0,367,157,157,0,157,1,1,0
0,321,154,NA,1,NA,NA,1,0
0,9,4,NA,2,NA,NA,1,1
0,275,176,98,0,134,2,400,0
0,96,90,10,0,10,1,1,0
0,160,151,NA,1,NA,NA,400,0
1,155,99,NA,0,NA,NA,400,0
1,43,36,2,1,8,2,30,0
0,257,161,82,0,107,3,400,0
0,347,182,NA,2,NA,NA,1,0
0,192,79,59,0,59,0,400,0
1,206,194,NA,0,NA,NA,400,0
0,176,NA,NA,0,NA,NA,NA,0
1,368,183,NA,0,NA,NA,1,1
0,192,26,NA,0,NA,NA,1,0
1,252,101,NA,0,NA,NA,1,0
1,179,151,97,0,120,2,400,0
0,57,NA,NA,0,NA,NA,NA,0
1,295,106,17,0,63,0,400,0
0,27,NA,NA,NA,NA,NA,NA,0
0,135,43,43,0,43,0,1,0
1,207,198,39,0,81,1,1,0
1,321,NA,NA,NA,NA,NA,NA,0
1,130,99,NA,0,NA,NA,1,0
0,153,149,NA,0,NA,NA,1,0
0,115,17,NA,0,NA,NA,1,0
0,345,25,25,1,25,1,1,0
0,184,67,29,0,48,2,1,0
0,122,119,NA,0,NA,NA,400,1
0,99,73,NA,0,NA,NA,400,0
1,283,95,NA,0,NA,NA,30,0
0,114,78,29,1,29,1,400,0
1,345,NA,NA,0,NA,NA,NA,0
0,128,113,NA,0,NA,NA,1,0
0,382,121,25,3,73,2,1,0
0,363,239,8,0,48,2,1,0
0,295,115,115,1,115,0,400,0
0,99,88,NA,0,NA,NA,1,0
1,160,88,3,0,6,2,30,0
0,281,NA,NA,0,NA,NA,NA,0
0,109,10,NA,0,NA,NA,60,0
0,175,149,NA,0,NA,NA,1,0
1,43,48,NA,0,NA,NA,400,0
1,376,234,NA,0,NA,NA,400,0
0,327,22,NA,0,NA,NA,30,0
0,285,132,123,0,123,1,400,0
1,199,118,NA,2,NA,NA,1,1
0,157,133,NA,0,NA,NA,1,0
1,191,9,NA,0,NA,NA,1,0
0,66,10,NA,0,NA,NA,1,1
0,84,83,NA,0,NA,NA,400,0
0,174,170,21,0,81,2,400,0
0,301,319,75,0,77,1,30,0
0,348,107,7,0,7,1,400,0
1,144,83,NA,0,NA,NA,1,0
1,201,220,74,0,80,0,400,0
0,81,77,59,0,59,0,1,1
0,97,89,21,0,66,1,30,1
0,63,38,NA,0,NA,NA,1,0
0,344,122,NA,0,NA,NA,120,0
0,177,144,90,0,117,1,30,0
0,252,91,NA,0,NA,NA,1,0
1,353,218,11,2,58,5,1,0
1,80,72,NA,2,NA,NA,1,0
0,295,143,133,1,133,0,1,0
0,113,114,NA,2,NA,NA,400,0
1,288,29,NA,0,NA,NA,400,1
0,82,78,47,0,47,1,1,0
1,372,225,68,0,68,0,30,0
0,284,53,NA,0,NA,NA,1,0
0,240,124,72,0,100,2,1,0
0,98,16,NA,0,NA,NA,30,0
1,296,236,NA,0,NA,NA,120,1
0,329,151,57,0,57,1,400,0
0,55,NA,NA,0,NA,NA,NA,0
0,167,159,88,1,88,0,400,0
0,343,272,73,1,80,1,120,0
0,99,76,76,0,76,0,1,0
0,167,129,25,2,99,3,400,0
0,35,37,NA,0,NA,NA,1,0
0,296,NA,NA,0,NA,NA,NA,0
0,186,169,NA,0,NA,NA,400,1
1,325,140,47,2,109,0,400,0
0,118,102,27,0,34,2,90,0
0,352,206,40,0,93,2,1,0
1,49,3,NA,1,NA,NA,1,0
0,297,NA,NA,0,NA,NA,NA,0
1,144,103,49,0,49,0,1,0
1,180,96,90,0,93,1,1,0
0,349,154,27,0,27,1,1,0
1,116,78,NA,0,NA,NA,400,1
1,158,54,NA,1,NA,NA,60,0
0,312,70,NA,0,NA,NA,1,0
1,269,301,5,2,84,3,400,0
1,283,217,79,1,79,0,400,1
0,134,127,40,0,40,1,1,0
0,376,553,9,1,83,4,1,0
0,261,147,10,0,76,5,400,0
0,130,NA,NA,0,NA,NA,NA,0
1,72,72,NA,0,NA,NA,400,1
1,288,167,20,4,75,2,30,0
0,324,90,90,0,90,0,400,0
0,345,118,85,0,85,0,90,0
0,320,NA,NA,0,NA,NA,NA,0
0,335,195,3,0,70,1,1,0
0,115,92,18,0,30,1,1,0
0,279,163,NA,0,NA,NA,1,0
1,252,94,NA,1,NA,NA,1,0
0,103,NA,NA,0,NA,NA,NA,0
0,68,67,NA,1,NA,NA,120,0
0,198,57,15,0,15,0,30,0
0,374,109,82,0,82,1,400,0
0,235,151,72,0,98,0,400,0
1,341,205,11,0,54,3,90,0
1,381,191,34,2,80,2,400,0
0,158,NA,NA,NA,NA,NA,NA,0
0,220,156,16,1,99,1,1,0
0,181,156,20,0,82,2,1,0
1,308,150,4,2,20,2,400,0
0,NA,NA,NA,0,NA,NA,NA,1
1,212,45,NA,1,NA,NA,400,0
0,79,NA,NA,1,NA,NA,NA,0
0,304,NA,NA,0,NA,NA,NA,0
1,314,118,16,1,23,1,1,1
0,177,149,NA,0,NA,NA,400,0
0,13,NA,NA,0,NA,NA,NA,0
0,5,NA,NA,0,NA,NA,NA,1
1,180,78,26,0,26,0,400,1
1,302,154,154,0,154,0,400,0
1,61,62,NA,0,NA,NA,1,0
0,77,78,NA,0,NA,NA,30,0
0,297,166,38,0,95,2,400,0
0,197,164,NA,0,NA,NA,400,0
0,290,158,98,0,119,1,30,0
0,176,93,NA,0,NA,NA,400,0
0,229,186,4,0,77,4,400,0
0,350,100,49,0,75,1,1,0
0,8,8,NA,0,NA,NA,1,0
0,240,177,55,0,79,2,400,0
0,313,128,NA,0,NA,NA,400,1
0,286,155,NA,0,NA,NA,1,0
1,278,199,87,3,140,2,1,0
1,20,16,NA,0,NA,NA,30,0
1,5,NA,NA,1,NA,NA,NA,0
0,33,24,NA,0,NA,NA,1,0
1,289,99,8,0,54,1,400,0
0,289,78,25,0,52,1,400,0
0,244,250,98,0,110,0,1,0
0,37,NA,NA,0,NA,NA,NA,0
0,145,18,NA,0,NA,NA,60,0
0,316,127,42,0,42,0,30,0
0,290,107,NA,1,NA,NA,400,0
0,320,144,74,0,107,2,400,0
0,250,156,101,0,108,1,400,0
0,179,36,36,1,36,1,1,0
0,236,73,38,0,61,1,1,1
0,160,130,NA,0,NA,NA,120,0
1,272,166,64,2,64,0,1,0
0,291,274,42,0,42,0,1,0
0,248,111,76,0,76,0,1,0
0,48,11,NA,0,NA,NA,1,1
0,291,181,24,0,51,1,1,0
0,263,246,28,0,76,5,1,0
0,169,169,110,0,110,0,1,0
1,83,70,32,1,32,0,400,0
1,80,33,NA,0,NA,NA,400,0
1,165,62,NA,0,NA,NA,400,0
1,358,230,10,5,72,1,400,0
0,118,107,NA,0,NA,NA,1,0
0,34,NA,NA,0,NA,NA,NA,1
1,29,5,5,0,5,1,1,0
1,224,134,52,1,64,1,1,0
0,345,105,80,0,93,0,400,0
0,173,164,NA,1,NA,NA,1,0
0,311,59,NA,0,NA,NA,400,0
0,543,186,88,0,127,2,1,0
0,271,363,NA,0,NA,NA,1,0
0,134,68,64,0,64,0,400,0
1,254,93,18,0,18,1,1,0
1,374,156,37,0,83,1,1,0
0,320,235,NA,0,NA,NA,1,0
0,381,NA,NA,0,NA,NA,NA,0
1,188,44,37,0,40,0,400,1
0,352,142,8,0,77,5,400,0
0,23,25,NA,0,NA,NA,1,0
0,136,137,16,0,30,2,400,0
1,318,325,7,1,25,0,400,0
0,245,116,21,0,51,1,30,0
1,241,101,20,0,42,1,400,0
0,209,112,19,2,52,1,120,0
0,147,89,11,3,50,2,400,0
0,293,132,19,0,86,2,400,0
0,9,5,NA,0,NA,NA,1,0
0,172,147,NA,0,NA,NA,400,1
0,297,309,72,1,72,1,1,0
1,351,266,41,2,87,0,400,0
0,367,138,NA,0,NA,NA,400,0
0,339,138,11,2,75,2,400,0
0,70,52,NA,0,NA,NA,400,0
0,98,73,66,0,66,1,1,0
1,109,95,45,0,45,0,400,0
1,207,48,NA,1,NA,NA,1,0
0,349,142,79,0,79,1,400,0
0,280,261,41,0,73,1,1,0
0,343,345,147,0,147,1,1,0
0,182,88,NA,0,NA,NA,400,0
1,54,57,NA,0,NA,NA,120,0
1,534,250,12,0,13,2,1,0
0,43,44,NA,0,NA,NA,1,0
1,168,117,37,1,71,0,400,0
0,374,318,11,2,25,1,30,0
1,206,NA,NA,0,NA,NA,NA,0
0,123,20,20,0,20,1,1,0
0,362,NA,NA,NA,NA,NA,NA,0
0,164,161,72,0,99,1,1,1
0,296,235,41,0,94,10,30,0
0,38,39,NA,0,NA,NA,400,0
0,342,123,90,0,90,0,1,0
1,666,208,50,4,52,1,400,0
0,379,294,79,0,103,2,30,0
1,6,17,NA,0,NA,NA,1,0
0,125,125,80,0,95,2,1,0
0,158,147,6,0,72,2,400,0
1,295,45,45,0,45,1,1,1
0,372,194,47,0,96,0,400,0
0,298,118,NA,0,NA,NA,1,0
1,159,110,39,1,39,0,1,0
0,281,184,44,0,100,2,60,0
1,173,76,NA,0,NA,NA,1,0
0,140,91,NA,1,NA,NA,400,0
1,358,179,NA,0,NA,NA,1,0
1,320,158,5,0,78,4,1,0
1,52,35,NA,0,NA,NA,400,0
0,64,38,11,2,25,1,1,0
1,340,127,92,0,95,2,1,0
0,320,329,111,0,111,1,400,0
1,122,122,NA,0,NA,NA,1,0
0,151,82,NA,0,NA,NA,400,0
0,297,93,22,1,69,1,1,0
0,359,220,NA,1,NA,NA,1,0
1,85,23,NA,0,NA,NA,90,0
1,64,64,NA,0,NA,NA,30,1
1,317,130,100,1,100,0,1,0
1,198,118,64,0,64,0,1,0
0,298,210,80,1,117,2,1,0
0,279,90,NA,1,NA,NA,400,0
0,156,106,NA,0,NA,NA,400,1
1,239,129,91,0,106,2,400,0
0,138,120,58,0,58,0,1,0
1,43,44,NA,0,NA,NA,400,0
0,293,207,42,0,94,4,30,1
0,335,224,NA,1,NA,NA,1,0
0,374,59,45,0,45,0,1,0
1,14,NA,NA,0,NA,NA,NA,0
0,170,161,74,0,101,1,400,0
1,318,51,51,0,51,0,400,0
1,315,124,10,0,66,0,400,0
1,112,89,NA,0,NA,NA,400,0
0,164,111,52,0,52,0,400,0
0,256,276,NA,0,NA,NA,1,0
0,180,142,NA,0,NA,NA,1,0
1,301,63,NA,4,NA,NA,400,1
0,236,NA,NA,0,NA,NA,NA,0
1,190,115,NA,0,NA,NA,1,0
0,318,94,72,0,85,1,400,0
0,215,106,106,0,106,0,1,1
1,291,129,74,0,74,0,400,0
0,148,137,137,0,137,1,1,0
1,237,120,45,1,45,0,400,0
0,382,389,114,0,114,1,400,0
0,183,NA,NA,1,NA,NA,NA,0
1,345,222,20,0,81,1,60,0
1,172,75,NA,1,NA,NA,400,1
0,219,136,10,1,68,4,400,0
0,161,NA,NA,0,NA,NA,NA,0
0,5,NA,NA,NA,NA,NA,NA,0
1,235,91,NA,0,NA,NA,400,1
0,265,104,13,0,46,4,400,0
0,158,106,90,0,90,0,1,0
0,87,73,NA,0,NA,NA,120,0
0,352,84,84,0,84,0,1,0
0,348,142,13,2,76,3,400,0
0,208,161,27,0,83,3,400,0
1,10,62,NA,0,NA,NA,1,0
0,105,106,NA,0,NA,NA,1,0
1,111,101,34,1,58,0,400,0
1,200,203,NA,0,NA,NA,400,0
0,278,290,NA,1,NA,NA,1,0
0,60,62,NA,0,NA,NA,400,0
0,378,175,NA,0,NA,NA,1,0
1,250,13,NA,1,NA,NA,400,0
1,38,24,NA,0,NA,NA,1,0
0,309,222,125,2,125,1,400,0
0,116,116,9,1,9,0,120,0
